Lifetime_Value,Age,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Mobile_App_Usage,Social_Media_Engagement_Score,Email_Open_Rate,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Wishlist_Items,Discount_Usage_Rate,Returns_Rate,Customer_Service_Calls,Product_Reviews_Written,Payment_Method_Diversity
3781.45,26.0,3.1,13.0,40.4,9.0,32.8,21.9,32.1,89.0,42.4,6.0,63.2,5.0,3.0,7.0,3.0
2257.74,44.0,0.9,19.0,38.0,9.1,21.7,28.8,26.4,65.0,46.7,3.0,,3.5,10.0,,1.0
2890.74,44.0,2.0,19.0,42.4,13.8,,51.0,19.0,82.0,29.7,12.0,8.7,15.5,5.0,3.0,4.0
2488.85,44.0,4.8,18.0,,11.1,17.0,,28.1,8.0,65.0,4.0,15.4,2.0,10.0,4.0,1.0
595.05,75.0,1.0,6.0,28.3,4.9,16.0,5.9,33.5,78.0,60.4,2.0,27.6,12.7,4.0,1.0,4.0
1652.01,44.0,3.7,26.0,49.3,11.2,31.7,68.0,45.5,66.0,49.3,9.0,39.7,0.8,3.0,4.0,2.0
288.45,51.0,2.4,2.0,16.2,7.9,11.4,1.8,22.2,12.0,67.1,4.0,63.2,3.9,9.0,3.0,3.0
2423.45,49.0,1.0,10.0,30.0,12.0,,44.0,37.9,61.0,52.7,3.0,50.88,16.0,7.0,5.0,3.0
745.83,45.0,1.2,4.0,11.0,5.5,10.0,15.2,0.0,15.0,79.9,,35.04,13.4,5.0,2.0,2.0
2114.4,34.0,1.0,16.0,25.8,8.5,25.7,22.7,40.4,,51.1,9.0,71.88,2.2,7.0,0.0,2.0
902.3,47.0,0.9,14.0,15.9,7.1,21.1,16.6,21.2,1.0,47.0,11.0,21.6,4.3,4.0,,1.0
1537.02,28.0,3.4,10.0,37.0,11.1,27.1,27.7,28.9,62.0,24.5,7.0,50.4,1.1,5.0,7.0,1.0
1949.76,35.0,1.0,8.0,29.6,6.9,11.1,25.7,0.0,20.0,83.8,1.0,11.3,1.4,7.0,4.0,
1633.89,32.0,3.2,9.0,,6.5,13.9,26.5,,2.0,63.0,7.0,23.9,3.5,6.0,2.0,3.0
568.88,38.0,2.0,12.0,,,7.8,27.7,1.5,61.0,65.4,1.0,35.0,7.0,11.0,0.0,4.0
588.06,65.0,3.4,5.0,3.2,1.0,,9.5,6.1,75.0,60.9,,46.3,0.7,10.0,2.0,1.0
3130.81,18.0,0.6,21.0,36.3,13.7,35.6,34.5,44.6,21.0,17.9,,73.1,,3.0,5.0,3.0
2953.83,46.0,2.4,10.0,15.6,2.1,8.5,20.6,20.9,20.0,78.9,1.0,43.92,4.0,8.0,1.0,2.0
1688.59,18.0,1.5,23.0,24.4,11.5,20.5,25.7,20.9,1.0,62.3,5.0,46.8,12.6,6.0,3.0,
3606.75,32.0,2.8,8.0,25.9,11.8,20.0,25.0,18.5,112.0,41.7,5.0,40.6,0.9,3.0,2.0,1.0
1033.49,51.0,3.1,4.0,26.5,10.8,16.7,9.8,13.4,4.0,48.4,2.0,30.4,8.4,10.0,4.0,2.0
2586.41,38.0,6.5,11.0,18.0,8.2,,,22.3,27.0,39.4,0.0,42.5,2.4,5.0,6.0,2.0
1352.64,25.0,3.4,3.0,15.1,7.5,21.8,34.7,19.5,95.0,55.4,1.0,74.64,1.9,4.0,3.0,3.0
1510.0,29.0,3.7,7.0,32.1,4.3,17.7,15.1,16.8,23.0,58.5,8.0,85.4,3.6,5.0,5.0,2.0
2140.74,46.0,7.3,2.0,16.9,5.6,15.9,15.3,19.2,69.0,48.5,2.0,29.3,6.3,6.0,,3.0
795.66,29.0,3.6,0.0,,9.4,10.4,38.8,7.7,57.0,72.5,3.0,10.8,21.1,3.0,0.0,3.0
2062.98,40.0,6.5,20.0,35.9,11.7,21.6,59.7,34.9,7.0,49.2,6.0,7.4,9.1,4.0,3.0,5.0
1796.47,38.0,2.7,23.0,22.0,10.9,16.6,39.8,27.1,12.0,51.3,9.0,16.5,3.0,5.0,2.0,5.0
353.27,30.0,5.5,0.0,16.1,1.9,8.5,18.3,,6.0,98.4,0.0,14.8,2.1,6.0,1.0,2.0
768.71,63.0,4.8,7.0,20.3,9.7,2.3,26.2,0.0,134.0,52.9,2.0,53.28,4.2,9.0,1.0,1.0
1030.05,45.0,3.1,8.0,22.1,8.2,19.7,,5.4,126.0,51.7,,45.8,2.8,5.0,1.0,2.0
1400.32,18.0,3.6,0.0,11.1,7.4,3.0,0.0,5.7,4.0,76.9,,34.32,18.3,10.0,0.0,2.0
1407.36,40.0,2.8,8.0,18.4,4.5,7.8,2.8,3.8,79.0,54.2,5.0,30.2,14.6,5.0,1.0,2.0
1451.24,30.0,2.6,10.0,24.9,9.0,12.3,25.4,9.9,33.0,59.4,2.0,62.75999999999999,9.3,8.0,5.0,
155.09,48.0,7.4,4.0,25.7,3.5,7.3,0.0,4.1,57.0,96.2,1.0,34.1,9.1,11.0,1.0,2.0
1658.7,28.0,2.3,19.0,41.2,7.7,35.5,19.6,43.4,48.0,65.7,7.0,42.96,6.9,8.0,5.0,1.0
3389.84,36.0,1.9,20.0,45.5,10.9,35.6,41.1,41.3,13.0,54.5,4.0,27.0,0.9,3.0,,1.0
2093.35,44.0,3.1,28.0,43.3,13.1,33.0,50.6,48.4,18.0,27.0,7.0,,11.1,4.0,,3.0
2381.33,48.0,2.6,20.0,31.3,7.1,23.6,57.2,27.2,30.0,38.4,7.0,59.9,12.0,10.0,0.0,
417.34,23.0,1.7,12.0,24.9,4.8,14.7,,3.0,11.0,63.4,2.0,54.5,2.6,5.0,1.0,
4304.79,33.0,5.3,13.0,32.6,9.4,18.3,80.4,35.6,23.0,36.9,12.0,17.2,6.9,2.0,3.0,2.0
1976.14,32.0,3.4,34.0,42.5,17.8,36.9,72.1,54.3,29.0,21.5,9.0,63.0,5.2,3.0,7.0,3.0
2115.26,30.0,5.2,7.0,26.9,5.3,19.4,19.8,16.9,51.0,73.9,5.0,65.28,8.3,8.0,1.0,2.0
1353.35,59.0,6.9,9.0,14.0,8.6,19.3,21.0,21.1,13.0,55.7,3.0,49.8,2.2,6.0,,2.0
6014.45,42.0,2.7,25.0,49.0,15.1,23.8,58.8,18.8,20.0,20.7,6.0,62.04,5.9,0.0,5.0,1.0
1615.4,22.0,0.9,13.0,37.3,12.0,27.6,50.9,48.2,17.0,52.0,9.0,17.6,9.9,6.0,2.0,2.0
1867.49,49.0,1.3,33.0,66.4,20.3,44.8,,44.1,49.0,10.1,16.0,60.2,0.6,1.0,3.0,2.0
1355.41,63.0,4.8,11.0,33.6,7.8,12.8,51.3,18.0,6.0,62.6,7.0,11.4,13.9,3.0,4.0,2.0
983.6,,1.6,0.0,16.6,,13.1,0.0,,32.0,84.0,0.0,36.72,8.0,2.0,2.0,2.0
4682.98,19.0,5.1,16.0,29.1,15.1,29.5,38.1,57.8,25.0,44.8,6.0,,12.2,4.0,,3.0
859.59,32.0,7.3,2.0,22.2,9.4,12.9,8.7,15.9,0.0,62.0,0.0,86.04,5.5,6.0,2.0,2.0
841.23,53.0,5.5,0.0,27.5,5.8,14.0,0.0,,22.0,66.8,1.0,31.56,8.8,8.0,0.0,2.0
376.33,29.0,1.9,4.0,,3.0,12.2,1.9,0.0,3.0,62.2,,99.0,9.5,10.0,0.0,2.0
957.76,43.0,1.5,12.0,28.6,7.6,24.0,21.3,12.7,19.0,64.6,5.0,25.8,5.0,7.0,2.0,2.0
696.93,47.0,7.5,1.0,,3.9,11.1,0.0,11.5,46.0,83.0,4.0,74.0,9.6,4.0,0.0,3.0
647.51,26.0,1.9,7.0,21.9,6.3,10.1,17.5,12.7,9.0,61.3,2.0,81.6,5.2,8.0,1.0,1.0
1820.43,37.0,1.6,11.0,30.3,7.8,14.5,22.9,0.9,96.0,52.6,,,4.6,7.0,3.0,1.0
2681.55,18.0,5.4,23.0,35.0,14.5,44.1,,33.2,55.0,38.9,4.0,,3.7,4.0,4.0,3.0
1370.43,25.0,2.0,20.0,26.9,14.2,,37.7,18.8,,57.3,2.0,69.4,3.8,5.0,4.0,2.0
1452.51,34.0,2.9,13.0,28.3,11.4,26.5,37.5,23.9,32.0,50.3,3.0,42.6,7.4,9.0,4.0,2.0
678.23,23.0,4.5,4.0,14.3,6.0,14.9,9.2,17.5,30.0,85.4,2.0,74.75999999999999,1.8,3.0,1.0,2.0
958.64,57.0,9.7,3.0,18.4,11.0,9.2,0.0,15.1,2.0,67.4,3.0,24.0,5.0,5.0,6.0,4.0
1660.61,20.0,1.9,6.0,19.5,,15.8,22.8,23.1,37.0,57.3,1.0,22.2,1.4,7.0,0.0,1.0
1586.29,32.0,0.9,13.0,38.1,10.1,,42.2,20.5,89.0,64.7,12.0,39.0,1.4,5.0,1.0,2.0
1846.93,39.0,0.3,9.0,29.3,9.0,,38.2,,9.0,40.2,4.0,79.4,2.7,1.0,1.0,2.0
1706.3,55.0,2.3,15.0,30.0,,22.7,13.2,33.4,39.0,48.4,4.0,8.76,2.2,5.0,4.0,2.0
1400.14,20.0,2.4,7.0,30.3,5.2,,36.4,25.4,6.0,54.7,5.0,72.84,11.0,7.0,2.0,2.0
685.12,51.0,1.5,8.0,10.2,4.9,14.6,0.7,0.0,20.0,76.9,2.0,47.4,3.1,7.0,,2.0
2452.39,38.0,1.7,5.0,14.7,,2.9,32.4,35.5,2.0,38.0,6.0,91.68,1.9,10.0,5.0,5.0
852.63,26.0,1.4,14.0,25.8,5.6,15.0,22.4,18.8,14.0,51.2,1.0,48.1,13.6,4.0,2.0,2.0
273.08,43.0,2.1,9.0,20.5,4.1,10.4,0.0,4.4,20.0,59.1,2.0,40.1,6.5,3.0,0.0,2.0
2925.35,40.0,2.4,20.0,37.7,13.2,29.2,41.6,31.2,19.0,39.2,6.0,48.4,3.2,4.0,7.0,2.0
1565.01,30.0,0.5,15.0,28.6,11.6,31.6,33.0,32.6,10.0,45.6,,31.08,16.7,9.0,2.0,1.0
301.49,38.0,2.0,3.0,9.4,4.8,0.8,22.8,13.7,5.0,54.4,0.0,50.2,6.5,9.0,0.0,2.0
4412.91,33.0,8.0,19.0,49.4,15.9,32.9,86.2,57.2,,38.8,5.0,19.4,3.2,0.0,7.0,2.0
2335.27,39.0,2.8,22.0,26.7,14.9,25.9,7.6,23.4,6.0,57.4,7.0,55.1,2.2,6.0,,1.0
876.87,45.0,2.9,11.0,25.7,5.2,12.4,28.4,6.1,2.0,41.9,8.0,36.0,,7.0,2.0,3.0
3444.13,57.0,5.7,24.0,37.9,11.5,20.3,,42.4,,44.3,8.0,16.0,0.4,1.0,2.0,3.0
588.08,23.0,2.2,1.0,16.1,8.4,13.5,0.0,,10.0,77.9,1.0,12.4,2.8,10.0,1.0,3.0
518.33,63.0,1.9,10.0,21.6,,10.0,,19.9,35.0,68.0,4.0,72.1,,14.0,2.0,1.0
907.54,18.0,2.7,16.0,24.7,11.0,17.5,0.0,24.2,25.0,38.0,1.0,63.1,9.3,7.0,2.0,3.0
386.83,36.0,2.2,8.0,17.8,4.5,32.9,34.4,0.0,24.0,43.0,2.0,78.2,0.5,7.0,1.0,2.0
344.57,45.0,4.2,12.0,19.7,5.2,13.1,28.4,11.1,0.0,59.9,4.0,39.2,5.4,8.0,1.0,2.0
1566.47,41.0,2.4,26.0,33.5,8.5,32.6,20.0,15.3,,53.4,6.0,41.3,8.9,4.0,2.0,1.0
402.78,30.0,1.5,3.0,22.4,4.3,10.5,0.0,5.6,8.0,68.0,2.0,63.7,2.7,8.0,3.0,1.0
892.6,35.0,3.2,7.0,20.3,6.0,17.3,23.8,0.0,2.0,63.7,0.0,9.3,9.6,7.0,3.0,3.0
869.59,32.0,2.2,1.0,27.2,3.6,13.1,33.9,12.0,7.0,80.2,3.0,23.28,2.4,8.0,0.0,3.0
2266.61,30.0,3.1,28.0,31.9,13.1,28.0,59.9,22.8,25.0,30.4,5.0,3.3,10.2,8.0,4.0,1.0
1679.78,48.0,4.9,14.0,41.5,12.5,,40.8,23.7,70.0,48.3,10.0,7.3,8.2,4.0,4.0,5.0
2659.41,42.0,8.8,39.0,69.1,20.9,48.5,84.4,61.0,23.0,1.3,10.0,44.4,0.6,1.0,7.0,2.0
968.91,29.0,4.0,17.0,35.3,11.6,17.8,45.6,23.9,16.0,47.1,6.0,,9.7,3.0,6.0,3.0
292.9,48.0,5.2,0.0,13.9,5.6,14.5,0.0,2.6,28.0,73.5,2.0,32.3,6.2,4.0,1.0,2.0
1681.2,,4.5,22.0,62.7,17.8,48.4,87.4,48.7,29.0,21.1,,8.5,2.5,1.0,7.0,4.0
987.61,47.0,2.0,5.0,24.8,9.8,27.9,20.0,24.5,13.0,64.1,5.0,55.3,8.8,10.0,2.0,2.0
499.21,45.0,1.2,0.0,19.0,1.0,9.9,0.0,18.4,42.0,79.3,2.0,54.24,0.3,8.0,0.0,3.0
643.14,,3.0,12.0,,,11.4,0.0,12.7,63.0,73.9,3.0,67.67999999999999,2.8,11.0,0.0,2.0
1822.31,31.0,1.0,12.0,10.9,7.5,23.9,0.0,0.0,15.0,73.4,5.0,61.7,9.8,4.0,1.0,4.0
1419.36,46.0,2.9,19.0,30.4,,25.8,,46.2,1.0,53.6,8.0,72.0,1.5,4.0,5.0,
576.27,45.0,2.8,10.0,30.3,6.1,,34.2,11.3,29.0,64.4,5.0,59.8,12.8,8.0,2.0,5.0
3404.44,37.0,1.1,11.0,24.3,11.6,18.7,55.2,19.1,14.0,67.0,6.0,77.39999999999999,16.5,3.0,3.0,3.0
1410.59,39.0,2.3,5.0,25.2,7.1,,33.5,8.7,10.0,72.5,3.0,71.5,2.2,5.0,,3.0
182.4,53.0,1.3,10.0,19.2,3.5,20.2,13.4,13.2,4.0,70.8,1.0,19.8,4.7,8.0,0.0,2.0
604.46,30.0,1.8,0.0,13.7,7.6,12.0,3.7,0.0,26.0,70.2,0.0,28.4,4.9,7.0,0.0,1.0
1748.25,44.0,4.4,23.0,33.5,12.7,23.2,,44.4,75.0,43.3,,51.3,18.4,4.0,4.0,
249.02,35.0,5.6,0.0,24.2,3.1,,0.0,0.0,21.0,67.6,0.0,12.0,8.3,7.0,0.0,1.0
3708.36,35.0,1.6,6.0,28.0,,30.5,29.8,21.0,20.0,45.8,1.0,27.6,10.7,5.0,4.0,1.0
575.58,51.0,0.2490930928061621,16.0,31.4,7.4,16.0,38.5,24.0,15.0,66.7,8.0,9.9,81.5135327608781,3.0,1.0,1.0
2007.15,47.0,4.7,14.0,18.5,6.0,,,11.2,,77.4,2.0,77.0,,11.0,5.0,3.0
1100.06,,4.5,21.0,,12.7,28.4,74.3,28.6,13.0,63.8,,66.6,3.5,3.0,3.0,2.0
987.47,53.0,0.9,0.0,,8.1,11.1,45.4,21.8,103.0,63.6,,49.1,0.4,3.0,4.0,
788.39,38.0,2.9,25.0,31.9,11.6,23.0,32.0,35.9,11.0,45.2,4.0,25.92,2.3,7.0,8.0,1.0
501.53,46.0,3.7,12.0,22.2,8.9,20.6,13.5,23.7,,71.2,3.0,55.3,0.7,8.0,0.0,3.0
2019.86,34.0,0.9,13.0,20.4,7.2,10.1,,6.2,42.0,57.3,8.0,60.35999999999999,4.7,10.0,2.0,2.0
1961.64,41.0,3.0,24.0,41.2,12.0,29.4,38.7,27.0,5.0,41.6,12.0,35.6,17.3,2.0,3.0,2.0
226.45,36.0,0.5,5.0,16.9,7.7,15.0,9.0,8.7,4.0,81.9,1.0,27.9,9.2,6.0,0.0,4.0
2601.19,39.0,2.2,21.0,41.0,13.2,,,28.9,13.0,24.0,4.0,21.72,1.0,3.0,6.0,1.0
990.71,45.0,4.6,15.0,30.5,8.7,14.7,24.9,19.9,26.0,53.6,5.0,30.3,8.5,8.0,3.0,2.0
2519.74,28.0,3.1,34.0,61.7,22.8,50.6,64.5,52.1,,2.8,13.0,48.0,4.1,1.0,6.0,3.0
587.19,63.0,4.7,12.0,27.0,4.0,17.5,28.8,8.0,58.0,84.9,6.0,38.4,1.6,5.0,2.0,4.0
816.12,25.0,2.3,8.0,29.3,6.3,,18.9,14.7,40.0,60.2,,37.8,8.5,5.0,1.0,1.0
1082.51,23.0,0.4,24.0,29.4,10.2,35.5,9.4,24.5,3.0,38.6,4.0,16.32,3.1,4.0,3.0,
1565.18,51.0,2.9,30.0,42.2,15.1,45.7,67.7,35.7,10.0,30.1,15.0,75.1,1.0,1.0,6.0,2.0
4963.9,47.0,1.8,16.0,41.1,14.8,32.8,45.9,30.9,22.0,59.1,3.0,41.8,7.5,6.0,5.0,4.0
1353.33,45.0,2.8,0.0,20.7,,19.1,26.1,8.9,40.0,55.6,3.0,40.92,2.2,1.0,3.0,3.0
2423.37,45.0,5.4,14.0,28.6,8.9,22.4,48.0,27.6,63.0,49.3,5.0,12.1,4.2,5.0,3.0,1.0
654.16,37.0,4.0,14.0,32.3,9.3,21.2,27.7,21.5,5.0,49.2,3.0,57.7,13.6,3.0,3.0,1.0
861.75,27.0,3.1,5.0,22.6,9.7,17.3,30.8,2.7,3.0,61.6,1.0,95.28,8.4,6.0,0.0,1.0
2521.22,38.0,3.2,16.0,27.0,,27.9,1.9,22.1,43.0,36.2,4.0,43.2,13.4,6.0,2.0,1.0
1407.21,,3.1,24.0,57.3,16.1,,11.3,36.9,25.0,34.2,,47.0,3.6,6.0,5.0,4.0
1749.08,49.0,3.3,14.0,24.4,11.7,11.9,7.8,35.2,5.0,51.1,3.0,,4.1,7.0,4.0,2.0
1035.5,36.0,0.8,5.0,,8.8,18.3,26.4,6.4,3.0,65.1,2.0,,8.1,3.0,1.0,2.0
627.98,28.0,10.0,1.0,,6.2,11.5,15.0,2.7,56.0,70.5,1.0,6.0,1.5,12.0,0.0,5.0
2270.99,34.0,4.5,17.0,45.0,13.0,25.0,50.4,28.6,41.0,65.9,6.0,43.0,4.5,4.0,4.0,2.0
1936.42,42.0,1.4,24.0,31.2,11.1,27.3,77.0,28.4,,65.1,,28.9,9.9,4.0,6.0,2.0
1594.0,31.0,3.8,4.0,21.5,5.2,13.6,,24.1,8.0,57.0,3.0,24.7,7.0,7.0,,2.0
1197.05,,1.1,20.0,28.7,14.1,11.2,36.2,31.7,25.0,51.2,5.0,78.48,8.0,8.0,7.0,3.0
3416.45,40.0,2.3,16.0,50.7,12.3,31.8,61.5,19.4,17.0,30.2,8.0,66.3,,5.0,5.0,1.0
1736.6,40.0,5.1,26.0,28.9,7.9,12.7,0.0,6.0,71.0,47.2,4.0,58.0,1.0,6.0,1.0,2.0
609.34,31.0,4.8,13.0,29.8,8.4,18.0,22.9,30.8,5.0,64.7,2.0,57.4,,14.0,0.0,2.0
1681.02,32.0,1.4,9.0,22.8,4.9,12.8,21.3,0.0,4.0,83.0,8.0,75.6,,10.0,0.0,3.0
270.62,40.0,1.3,0.0,,1.9,7.1,3.7,5.4,91.0,74.0,0.0,53.5,3.0,2.0,1.0,5.0
2169.86,20.0,2.9,28.0,36.5,,31.4,34.7,31.4,63.0,37.8,4.0,64.5,2.0,4.0,5.0,2.0
491.46,21.0,2.0,1.0,16.5,2.8,4.6,12.7,,31.0,56.7,0.0,11.76,2.9,6.0,0.0,2.0
2899.2,29.0,2.4,32.0,40.1,15.7,30.6,65.1,56.2,5.0,43.0,3.0,40.2,10.9,4.0,,4.0
1493.82,35.0,3.4,21.0,42.4,12.8,32.2,40.1,49.6,54.0,36.8,13.0,53.6,4.8,4.0,,1.0
1448.81,41.0,1.8,23.0,37.2,9.2,35.2,53.2,41.1,1.0,41.0,5.0,49.2,4.9,5.0,7.0,2.0
883.47,55.0,1.2,4.0,21.4,7.0,16.6,6.1,15.9,22.0,80.2,3.0,33.7,10.0,9.0,2.0,2.0
1296.72,48.0,2.4,6.0,19.5,5.3,17.9,17.0,14.3,18.0,62.0,4.0,26.7,8.1,7.0,2.0,3.0
1532.85,36.0,2.0,11.0,15.7,6.2,9.2,8.0,19.2,62.0,49.7,3.0,91.56,7.6,4.0,4.0,2.0
388.68,37.0,5.2,8.0,23.9,9.4,14.1,25.6,25.0,17.0,60.7,4.0,68.9,7.1,5.0,4.0,2.0
742.13,25.0,6.3,0.0,16.3,,14.2,3.2,2.7,2.0,64.1,1.0,,8.1,5.0,,2.0
381.94,37.0,4.1,8.0,34.6,,18.8,18.2,16.1,33.0,54.0,2.0,58.6,1.9,3.0,2.0,1.0
1515.11,34.0,1.5,16.0,30.6,12.9,23.8,30.7,28.2,55.0,62.0,3.0,67.32,2.0,7.0,4.0,2.0
596.1,41.0,6.2,0.0,20.8,4.3,7.5,4.4,2.8,6.0,91.5,2.0,78.8,7.7,3.0,1.0,4.0
1886.97,28.0,2.3,15.0,25.6,10.5,8.7,,38.5,19.0,59.0,4.0,28.4,3.1,5.0,0.0,3.0
198.51,44.0,2.8,0.0,,5.1,0.0,3.4,0.0,21.0,77.9,0.0,21.4,9.1,12.0,0.0,3.0
697.87,56.0,1.0,5.0,20.8,4.5,9.3,19.7,12.3,5.0,67.2,1.0,65.75999999999999,1.9,3.0,1.0,1.0
1298.87,36.0,7.6,8.0,29.6,7.1,28.7,17.5,22.3,29.0,68.1,2.0,20.9,3.2,5.0,2.0,
1390.89,42.0,0.5,23.0,21.5,,28.0,45.6,25.7,13.0,59.8,3.0,69.0,3.7,7.0,2.0,4.0
1128.58,46.0,2.3,4.0,24.6,8.4,12.1,30.5,9.4,21.0,65.1,2.0,44.3,20.6,1.0,2.0,4.0
946.64,33.0,1.9,6.0,29.3,5.9,16.0,13.0,0.0,12.0,53.3,7.0,27.0,7.7,7.0,3.0,2.0
593.2,40.0,1.5,0.0,14.4,7.8,7.9,0.7,8.0,35.0,71.2,1.0,36.1,2.4,15.0,0.0,1.0
3337.06,38.0,0.5,30.0,47.9,19.4,34.7,71.1,42.1,51.0,29.7,13.0,8.1,0.5,3.0,9.0,2.0
1937.12,39.0,2.2,17.0,47.5,13.6,25.3,63.8,45.5,21.0,31.3,14.0,23.1,10.2,4.0,5.0,2.0
1256.68,28.0,6.8,0.0,14.1,5.7,6.8,30.9,0.0,11.0,75.2,2.0,88.5,14.4,7.0,0.0,2.0
2531.95,38.0,3.7,22.0,44.9,8.3,,57.5,46.1,,44.1,8.0,35.6,3.6,7.0,8.0,3.0
603.04,43.0,3.3,2.0,28.5,8.2,22.6,33.6,17.0,6.0,57.6,2.0,56.9,2.0,2.0,4.0,1.0
2922.54,55.0,4.1,23.0,50.0,11.2,36.8,60.8,47.1,47.0,28.6,,25.6,0.6,1.0,6.0,4.0
945.86,49.0,2.4,16.0,,11.7,11.0,,29.8,31.0,62.8,4.0,36.3,1.8,7.0,2.0,2.0
676.46,63.0,4.1,12.0,25.1,8.1,17.5,18.2,12.5,20.0,45.9,4.0,21.7,3.6,6.0,1.0,2.0
2976.87,,6.1,20.0,28.8,7.2,25.5,31.9,44.5,5.0,54.0,7.0,29.6,11.4,0.0,4.0,
915.96,48.0,2.6,0.0,14.9,1.5,10.7,0.0,23.6,21.0,84.1,1.0,60.5,11.1,9.0,3.0,
1722.98,40.0,2.2,25.0,35.6,9.8,23.0,59.3,28.7,43.0,47.3,7.0,23.5,20.6,5.0,2.0,3.0
995.67,64.0,0.6,21.0,31.0,5.7,,19.6,21.5,1.0,67.5,,24.5,8.7,7.0,0.0,2.0
320.84,28.0,2.0,0.0,7.1,,15.0,0.0,8.1,27.0,74.4,0.0,,,3.0,0.0,2.0
1973.6,27.0,1.0,13.0,40.2,10.3,22.6,39.4,21.7,,51.3,14.0,22.3,4.2,8.0,3.0,2.0
595.32,30.0,10.0,5.0,4.2,1.7,0.1,10.8,5.1,10.0,64.3,0.0,36.9,,7.0,1.0,3.0
416.34,18.0,5.1,0.0,20.3,,3.9,13.4,12.3,45.0,67.4,3.0,,7.0,5.0,2.0,1.0
622.77,,2.7,1.0,,2.4,4.4,0.0,2.0,,84.9,0.0,19.2,3.5,8.0,,2.0
774.65,28.0,1.4,11.0,,4.8,18.4,32.8,21.5,45.0,61.1,3.0,34.7,2.0,7.0,,2.0
4500.99,39.0,1.1,23.0,48.4,15.2,26.4,46.3,31.3,1.0,33.7,,49.7,18.3,2.0,5.0,2.0
2393.72,42.0,4.1,26.0,42.6,14.6,33.6,,56.4,10.0,38.9,5.0,31.4,6.9,3.0,2.0,1.0
1029.6,60.0,2.6,3.0,15.0,4.4,6.3,11.8,6.1,1.0,60.4,2.0,24.9,4.7,11.0,4.0,1.0
2342.96,,0.9,17.0,29.8,,26.0,38.0,25.9,24.0,64.6,4.0,5.04,1.3,4.0,5.0,
1344.9,31.0,6.8,24.0,16.3,6.3,18.8,27.6,24.1,102.0,73.1,0.0,33.9,,8.0,0.0,2.0
639.11,27.0,4.8,0.0,31.4,9.1,4.4,0.0,8.1,31.0,70.9,4.0,23.88,15.6,5.0,0.0,1.0
822.01,43.0,4.3,8.0,31.1,11.6,12.1,,17.3,12.0,69.0,6.0,48.12,3.7,5.0,2.0,2.0
1176.43,22.0,4.7,16.0,22.2,11.6,19.9,,31.4,7.0,55.2,1.0,10.5,,4.0,2.0,2.0
298.67,59.0,7.2,0.0,14.5,4.5,7.6,14.3,2.0,13.0,73.0,1.0,60.8,2.7,7.0,0.0,4.0
703.57,52.0,4.5,8.0,16.1,4.0,10.6,13.5,,,80.3,0.0,39.2,15.8,5.0,0.0,3.0
3198.64,32.0,1.7,14.0,32.9,7.2,34.1,33.3,32.9,23.0,52.2,6.0,41.5,2.6,13.0,8.0,1.0
1904.54,18.0,3.0,40.0,49.5,17.2,43.0,51.7,51.3,,11.2,15.0,46.32,5.8,2.0,5.0,5.0
960.7,54.0,1.9,12.0,29.1,4.1,20.8,5.1,15.6,23.0,64.0,2.0,64.0,6.6,5.0,2.0,4.0
2028.29,36.0,0.3,13.0,33.2,10.6,20.6,7.6,22.9,72.0,39.8,9.0,16.8,7.1,5.0,4.0,2.0
1377.89,52.0,3.7,2.0,19.1,6.8,10.3,12.8,4.1,76.0,81.5,1.0,58.2,16.0,11.0,0.0,4.0
1280.56,18.0,3.3,12.0,11.4,3.5,16.7,23.8,10.1,9.0,74.2,2.0,58.08,8.7,4.0,0.0,3.0
1432.41,30.0,5.1,25.0,48.1,14.2,37.7,54.5,39.3,40.0,31.4,6.0,32.0,1.5,2.0,10.0,1.0
1380.27,38.0,2.3,8.0,15.7,8.6,12.6,36.9,3.3,8.0,67.6,0.0,59.3,1.9,10.0,2.0,1.0
546.64,38.0,1.4,4.0,16.9,3.7,15.3,25.8,17.6,7.0,77.4,4.0,32.76,6.8,6.0,0.0,2.0
606.26,32.0,9.8,3.0,19.1,5.6,14.3,19.1,7.0,31.0,54.6,2.0,85.3,6.5,7.0,,1.0
845.3,45.0,2.3,28.0,50.9,16.6,33.9,60.0,38.0,11.0,25.7,12.0,27.6,0.1,2.0,7.0,2.0
1444.33,25.0,10.0,3.0,22.2,6.0,9.4,15.8,16.6,14.0,77.7,2.0,57.0,13.3,11.0,1.0,2.0
1498.7,36.0,0.9,6.0,24.6,8.5,16.2,,30.4,24.0,59.0,1.0,1.6,12.6,5.0,2.0,5.0
1480.58,39.0,1.4,18.0,37.9,9.9,,24.2,10.8,3.0,33.2,1.0,37.4,0.8,6.0,8.0,3.0
379.43,44.0,7.2,12.0,18.2,4.1,12.2,0.0,5.5,35.0,80.7,1.0,36.24,,8.0,2.0,1.0
1892.67,46.0,3.0,10.0,22.3,6.2,18.7,58.3,24.8,55.0,76.4,4.0,42.72,,10.0,3.0,2.0
2480.79,24.0,7.3,13.0,31.9,12.1,21.8,37.7,35.0,79.0,31.8,4.0,53.3,19.2,6.0,3.0,1.0
1242.55,19.0,2.3,23.0,36.4,13.5,18.9,32.2,27.9,18.0,48.3,4.0,72.47999999999999,,3.0,5.0,3.0
